sfdc_id	duplicate_count	most_recent_insert	oldest_insert	property_names	property_statuses	short_ids
a01Dn00000HHgMWIA1	2	2023-07-31T19:37:17.000Z	2022-10-20T17:33:20.000Z	"[""City Crossing"",""City Crossing""]"	"[""DISABLED"",""DISABLED""]"	"[""8dzAL2UPmj"",""4yV4KScwDo""]"
a01Dn00000HHZuEIAX	3	2023-07-28T21:19:55.000Z	2022-06-01T16:29:05.000Z	"[""Trinity Towers"",""Trinity Towers"",""Trinity Towers""]"	"[""DISABLED"",""ACTIVE"",""DISABLED""]"	"[""3ZkSMHs6wi"",""IZYXti1jMX"",""JFl5do2gp2""]"
a01Dn00000HHFNKIA5	3	2023-07-28T21:03:55.000Z	2022-06-01T16:29:48.000Z	"[""2000 Broadway"",""2000 Broadway"",""2000 Broadway""]"	"[""DISABLED"",""DISABLED"",""ACTIVE""]"	"[""Wy4Eq5wLS3"",""OYV3vB6wEk"",""rPyyu4uEq2""]"
a01Dn00000HHGcUIAX	2	2023-07-28T14:51:32.000Z	2021-11-10T19:22:11.000Z	"[""Anzio"",""Anzio""]"	"[""DISABLED"",""DISABLED""]"	"[""X9TVp5O6cT"",""PCAyMQv8pA""]"
a01Dn00000HHHF9IAP	2	2023-07-26T21:10:27.000Z	2023-07-26T21:09:03.000Z	"[""Aldyn"",""Ashley""]"	"[""ACTIVE"",""ACTIVE""]"	"[""tOXuyaoDNs"",""GLCIZohAIz""]"
a01Dn00000HHa9YIAT	2	2023-07-26T15:18:14.000Z	2022-10-03T19:01:53.000Z	"[""Upland Townhomes"",""Upland TownHomes""]"	"[""ACTIVE"",""DISABLED""]"	"[""UBIcfd8hCn"",""0hN7tVNdIv""]"
a01Dn00000HHs1sIAD	2	2023-07-26T02:59:07.000Z	2022-06-14T22:13:23.000Z	"[""Tides on West Thomas"",""Red Sage ""]"	"[""DISABLED"",""DISABLED""]"	"[""2BKqIR9B2Z"",""PWgzOcQLb9""]"
a01Dn00000HJ5igIAD	2	2023-07-25T21:44:57.000Z	2023-06-16T20:26:35.000Z	"[""The Perry Residences"",""The Perry Residence""]"	"[""DISABLED"",""DISABLED""]"	"[""iGRp6iCgFK"",""nr0XjEPYNa""]"
a01Dn00000HHGNAIA5	3	2023-07-24T18:19:56.000Z	2022-05-17T20:08:27.000Z	"[""Aliso"",""Aliso"",""Aliso""]"	"[""DISABLED"",""DISABLED"",""DISABLED""]"	"[""JBUTGiROuK"",""ywOyaGormq"",""0Mmll9sYTl""]"
a01Dn00000HHPVkIAP	2	2023-07-24T15:43:44.000Z	2023-03-31T16:50:28.000Z	"[""The Hudson Apartments"",""The Hudson Apartments""]"	"[""DISABLED"",""DISABLED""]"	"[""IYl3CUZRtk"",""5Nejqhdb1q""]"
a01Dn00000HHY0LIAX	3	2023-07-20T16:03:30.000Z	2021-04-19T16:03:36.000Z	"[""Sorelle Apartments"",""Sorelle Apartments"",""Sorelle Apartments""]"	"[""DISABLED"",""ACTIVE"",""DISABLED""]"	"[""rgE2QNJU3u"",""VBBiM6Qcj1"",""oAtgkxSINI""]"
a01Dn00000HHajfIAD	3	2023-07-20T16:02:21.000Z	2021-04-19T16:34:28.000Z	"[""Views at Coolray Field"",""Views at Coolray Field"",""Views at Coolray Field""]"	"[""ACTIVE"",""DISABLED"",""DISABLED""]"	"[""kmxYF9uSCv"",""xrzTf9dJ56"",""RhhSesmCyz""]"
a01Dn00000HHHqSIAX	2	2023-07-19T22:43:33.000Z	2022-04-13T19:29:48.000Z	"[""Banner Lane"",""Banner Lane""]"	"[""DISABLED"",""ACTIVE""]"	"[""KO8tkjq2G8"",""RkQFJicA7i""]"
a01Dn00000HHVo6IAH	2	2023-07-19T18:18:12.000Z	2021-06-03T23:50:47.000Z	"[""Promenade Terrace"",""Promenade Terrace""]"	"[""ACTIVE"",""DISABLED""]"	"[""z9nj9ZwVdy"",""TnFJU1cEZ1""]"
a01Dn00000HHbQ8IAL	2	2023-07-19T18:17:16.000Z	2022-06-02T17:58:01.000Z	"[""Vineyards at Paseo Del Sol"",""Vineyards at Paseo Del Sol""]"	"[""DISABLED"",""ACTIVE""]"	"[""9TVZCNUg1g"",""urj77nTUoB""]"
a01Dn00000HHpowIAD	2	2023-07-19T18:16:50.000Z	2021-06-03T23:53:18.000Z	"[""Ridgeview"",""Ridgeview""]"	"[""ACTIVE"",""DISABLED""]"	"[""WrS9hFA3pp"",""L5pgMZOBcz""]"
a01Dn00000HHQo7IAH	2	2023-07-19T18:16:19.000Z	2022-02-11T22:08:20.000Z	"[""Lasselle Place"",""Lasselle Place""]"	"[""ACTIVE"",""DISABLED""]"	"[""Aspm4VmNre"",""h3u1IW0ULf""]"
a01Dn00000HHsxoIAD	2	2023-07-19T18:15:43.000Z	2021-06-04T00:00:06.000Z	"[""Villas at Towngate"",""Villas at Towngate""]"	"[""ACTIVE"",""DISABLED""]"	"[""7RqU6Aw33H"",""GCFdIZGCL5""]"
a01Dn00000HHvDKIA1	2	2023-07-19T18:15:09.000Z	2021-10-01T17:56:18.000Z	"[""The Tides"",""The Tides""]"	"[""DISABLED"",""DISABLED""]"	"[""NPcrnrh3kh"",""RJWOf7YvRL""]"
a01Dn00000HHF7lIAH	2	2023-07-19T18:14:32.000Z	2021-10-01T17:55:28.000Z	"[""15Fifty5"",""15Fifty5""]"	"[""DISABLED"",""ACTIVE""]"	"[""k6iPBp1jYD"",""w3YQjRgiq8""]"
a01Dn00000HHSfbIAH	2	2023-07-19T01:11:39.000Z	2022-10-28T15:32:16.000Z	"[""Mezzo"",""Mezzo Apartments""]"	"[""DISABLED"",""DISABLED""]"	"[""wSXZGr1wVp"",""PfaT7hb93t""]"
a01Dn00000HHsd3IAD	2	2023-07-17T21:57:17.000Z	2021-04-21T19:27:41.000Z	"[""Nari Koreatown"",""The Vermont""]"	"[""DISABLED"",""DISABLED""]"	"[""08dNBgvIoY"",""gjOPfouXrj""]"
a01Dn00000HHgbSIAT	2	2023-07-13T21:41:18.000Z	2023-07-13T21:37:05.000Z	"[""Concord Park- Wrong Mgmt"",""Concord Park""]"	"[""DISABLED"",""DISABLED""]"	"[""OM4MSN83LD"",""NdIyhifCrj""]"
a01Dn00000HHvK0IAL	2	2023-07-13T17:56:31.000Z	2022-06-11T00:04:36.000Z	"[""Townes at Peace Way"",""Townes at Peace Way""]"	"[""DISABLED"",""DISABLED""]"	"[""FaX96KdHfs"",""3GOaW6zpRn""]"
a01Dn00000HHLxJIAX	2	2023-07-12T21:58:51.000Z	2022-08-25T17:23:40.000Z	"[""Domain at Cedar Creek"",""Domain at Cedar Creek""]"	"[""DISABLED"",""DISABLED""]"	"[""RRnZcwSa34"",""KVcZ9FtacJ""]"
a01Dn00000HHiIUIA1	2	2023-07-12T21:47:24.000Z	2022-08-25T17:22:41.000Z	"[""Gateway at Cedar Brook"",""Gateway at Cedar Creek""]"	"[""DISABLED"",""DISABLED""]"	"[""e7Ey8JhyOd"",""l0Bunlhdvw""]"
a01Dn00000HHXQfIAP	2	2023-07-11T21:14:26.000Z	2023-07-10T16:30:17.000Z	"[""Sawyer Place- Wrong Management Company"",""Sawyer Place""]"	"[""DISABLED"",""ACTIVE""]"	"[""1FZEu1Pbvz"",""BmULZcSc90""]"
a01Dn00000HHp3KIAT	2	2023-07-10T15:15:27.000Z	2021-02-03T18:25:39.000Z	"[""The Pynes Apartments"",""Azure at Riverside""]"	"[""DISABLED"",""DISABLED""]"	"[""WZozToZBWV"",""kkICs9wkV1""]"
a01Dn00000HHKxSIAX	2	2023-07-06T15:41:35.000Z	2023-07-06T15:40:24.000Z	"[""Core Link at Douglas"",""Core Link at Douglas Station""]"	"[""ACTIVE"",""ACTIVE""]"	"[""NyDx7Bke5H"",""2ngzXLyUpC""]"
a01Dn00000HHuWbIAL	2	2023-07-05T17:10:24.000Z	2022-12-29T17:04:49.000Z	"[""Forum at Grand Prairie"",""Forum at Grand Prairie""]"	"[""DISABLED"",""DISABLED""]"	"[""xTwbLhYmd7"",""TAa3kXFbAY""]"
a01Dn00000HHHZvIAP	2	2023-06-30T17:49:27.000Z	2023-06-30T17:46:53.000Z	"[""Aventon Nora"",""Aventon Nora-wrong platform""]"	"[""ACTIVE"",""DISABLED""]"	"[""xKgRifKxHo"",""oypnwg9T92""]"
a01Dn00000HHOfeIAH	2	2023-06-30T16:53:03.000Z	2022-03-01T20:38:05.000Z	"[""Groveton Green"",""Groveton Green""]"	"[""DISABLED"",""DISABLED""]"	"[""fNQX9hKqKY"",""ZmkoNahxRs""]"
a01Dn00000HHi3iIAD	3	2023-06-29T21:40:30.000Z	2021-11-30T21:40:20.000Z	"[""Regency Pointe Apartments-wrong management group"",""Flats of Forestville"",""Regency Pointe Apartments""]"	"[""DISABLED"",""ACTIVE"",""DISABLED""]"	"[""uEYPdggyfB"",""E2rhy74O9A"",""2NWMZKq3hr""]"
a01Dn00000HHsanIAD	2	2023-06-29T21:17:47.000Z	2023-06-29T21:06:49.000Z	"[""Vaseo"",""Vaseo Affordable""]"	"[""DISABLED"",""DISABLED""]"	"[""jRRwikljUl"",""FexheSBQrZ""]"
a01Dn00000HHw5mIAD	2	2023-06-27T17:31:08.000Z	2023-01-30T18:14:40.000Z	"[""Tides at Royal Lane South"",""Tides at Royal Lane South""]"	"[""ACTIVE"",""DISABLED""]"	"[""ayPz3NtyJa"",""4k2Q0rTFud""]"
a01Dn00000HHs1aIAD	2	2023-06-26T16:09:22.000Z	2023-01-17T16:15:52.000Z	"[""Tides on Park Lane"",""Tides on Park Lane""]"	"[""DISABLED"",""ACTIVE""]"	"[""48sTnwamWc"",""viIphsZX0V""]"
a01Dn00000HHs1tIAD	3	2023-06-26T15:05:57.000Z	2022-09-22T23:19:53.000Z	"[""Tides on Westcreek"",""Tides on Westcreek"",""Tides on Westcreek- wrong platform""]"	"[""DISABLED"",""DISABLED"",""DISABLED""]"	"[""mzvddRPZE2"",""iGON5AM4Xu"",""ltR63gdXsr""]"
a01Dn00000HHdZZIA1	2	2023-06-26T13:30:35.000Z	2023-01-05T20:31:55.000Z	"[""33Ninety"",""33Ninety - PAUSED DUE TO NON PAYMENT""]"	"[""DISABLED"",""DISABLED""]"	"[""pwKdKuCTfw"",""epRYCWZwGU""]"
a01Dn00000HHw5SIAT	2	2023-06-23T20:18:21.000Z	2023-03-17T17:59:09.000Z	"[""Tides at Lake Village"",""Tides at Lake Village""]"	"[""DISABLED"",""DISABLED""]"	"[""rC5gomCma1"",""hi6lKLJ1lI""]"
a01Dn00000HHw5wIAD	2	2023-06-23T20:13:38.000Z	2023-03-27T18:05:17.000Z	"[""Tides at Woodhaven"",""Tides at Woodhaven""]"	"[""DISABLED"",""DISABLED""]"	"[""xyjxSJa2VU"",""hEMkNddWbt""]"
a01Dn00000HHvDaIAL	3	2023-06-23T20:08:39.000Z	2022-12-21T18:36:50.000Z	"[""Tides at Eastchase"",""Tides at Randol East"",""Tides at Eastchase""]"	"[""DISABLED"",""DISABLED"",""ACTIVE""]"	"[""92LM9DhWw5"",""gt9seLNgZX"",""UzViKBR9Kz""]"
a01Dn00000HHw5lIAD	2	2023-06-23T20:02:44.000Z	2023-01-17T18:38:01.000Z	"[""Tides at Royal Lane North"",""Tides at Royal Lane North""]"	"[""ACTIVE"",""DISABLED""]"	"[""SCWAo41Mcy"",""V1xHnwkMak""]"
a01Dn00000HHakCIAT	2	2023-06-23T19:18:15.000Z	2020-06-24T15:53:45.000Z	"[""Broadstone Vilara"",""Broadstone Vilara""]"	"[""DISABLED"",""ACTIVE""]"	"[""IENyGw5Sp3"",""ErCfHhCXlp""]"
a01Dn00000HHQxjIAH	2	2023-06-23T18:04:28.000Z	2022-04-28T21:32:30.000Z	"[""Legacy Encore-DNA"",""Legacy Encore""]"	"[""DISABLED"",""ACTIVE""]"	"[""PhepdjUmkA"",""xfEO4SHVRJ""]"
a01Dn00000HHTqgIAH	2	2023-06-22T00:07:05.000Z	2022-10-21T18:01:16.000Z	"[""The Offset"",""The Offset""]"	"[""DISABLED"",""DISABLED""]"	"[""OHMLO3ovMh"",""bTBpTt05Pu""]"
a01Dn00000HHaQiIAL	2	2023-06-14T20:07:03.000Z	2022-12-20T17:24:20.000Z	"[""Valora at Homewood"",""Valora at Homewood""]"	"[""DISABLED"",""DISABLED""]"	"[""CXpdKaef7T"",""BGF37wnrcC""]"
a01Dn00000LgWAUIA3	2	2023-06-14T01:45:48.000Z	2023-04-11T16:50:50.000Z	"[""The Wyldes"",""The Wyldes""]"	"[""DISABLED"",""DISABLED""]"	"[""oR5CsiDl2W"",""NIbTC5RUAz""]"
a01Dn00000HHW8xIAH	2	2023-06-13T13:29:51.000Z	2022-09-16T17:32:13.000Z	"[""Prynne Hills"",""Prynne Hills""]"	"[""DISABLED"",""DISABLED""]"	"[""v749Iq7HyZ"",""ARaxdWeKKQ""]"
a01Dn00000HHkz3IAD	2	2023-06-12T19:43:35.000Z	2022-05-11T15:02:21.000Z	"[""Main Street Lofts"",""Main Street Lofts""]"	"[""ACTIVE"",""DISABLED""]"	"[""QURrWjqEFu"",""Hk8atThvpy""]"
a01Dn00000HHw5eIAD	2	2023-06-09T23:39:31.000Z	2023-01-10T00:50:05.000Z	"[""Tides at North Paradise"",""Tides at North Paradise""]"	"[""ACTIVE"",""DISABLED""]"	"[""Cfa9EkkvLe"",""TkwJe13rxS""]"
a01Dn00000HHw6GIAT	2	2023-06-09T16:25:36.000Z	2023-03-21T17:25:24.000Z	"[""Tides on Duneville"",""Tides on Duneville""]"	"[""ACTIVE"",""DISABLED""]"	"[""OTYRvwugGE"",""Q4B4tZjORd""]"
a01Dn00000HHeBuIAL	2	2023-06-08T19:12:18.000Z	2022-06-16T15:36:30.000Z	"[""Arbors on Duke"",""Arbors on Duke""]"	"[""ACTIVE"",""DISABLED""]"	"[""BTWT592AQX"",""okObPrRtpS""]"
a01Dn00000HHUWrIAP	2	2023-06-08T18:39:47.000Z	2022-11-21T18:26:27.000Z	"[""Parc At Metro Center - never onboarded"",""Parc At Metro Center""]"	"[""DISABLED"",""ACTIVE""]"	"[""SA2BX2QlYl"",""dRvzDn5OMt""]"
a01Dn00000HHZpEIAX	2	2023-06-06T15:41:26.000Z	2022-04-29T17:49:00.000Z	"[""Tribeca at Camp Springs"",""Tribeca at Camp Springs""]"	"[""DISABLED"",""DISABLED""]"	"[""loYN8S5QPW"",""CwmVT5qyhP""]"
a01Dn00000HHrmPIAT	2	2023-06-06T13:59:14.000Z	2022-02-01T00:08:36.000Z	"[""The Sutton"",""The Sutton ""]"	"[""DISABLED"",""DISABLED""]"	"[""8qjFa5a8jT"",""N6DY2aGRZP""]"
a01UL000006zc3RYAQ	2	2023-06-05T19:57:03.000Z	2022-08-03T17:26:35.000Z	"[""Woodland Park Apartments"",""Woodland Park""]"	"[""ACTIVE"",""DISABLED""]"	"[""sZu8xTcsKW"",""WY9bwE5ylk""]"
a01Dn00000HHkRkIAL	2	2023-06-02T20:09:56.000Z	2022-11-09T20:10:45.000Z	"[""The Layne at Peccole Ranch"",""The Layne at Peccole Ranch""]"	"[""ACTIVE"",""DISABLED""]"	"[""klicucruZK"",""D3fBBrJLut""]"
a01Dn00000HHnpsIAD	2	2023-06-02T18:48:06.000Z	2022-07-25T18:24:06.000Z	"[""Castilian Apartments"",""Castilian Apartments""]"	"[""DISABLED"",""ACTIVE""]"	"[""5VqmNk31g4"",""RhGRzdJv6t""]"
a01UL000006zbCBYAY	2	2023-06-01T14:52:12.000Z	2022-09-22T14:45:19.000Z	"[""Sunset Village"",""Sunset Village""]"	"[""DISABLED"",""ACTIVE""]"	"[""MWOvkKbAM2"",""FIAS8eeWEn""]"
a01UL000006zbCJYAY	2	2023-06-01T13:57:55.000Z	2022-11-22T17:00:29.000Z	"[""Fusion Apartments"",""Fusion Apartments""]"	"[""ACTIVE"",""DISABLED""]"	"[""79qCJ7V9Pa"",""Wgdzh6a591""]"
a01Dn00000HHTdrIAH	2	2023-05-30T23:10:08.000Z	2022-08-03T17:25:41.000Z	"[""Oak Crest"",""Oak Crest""]"	"[""DISABLED"",""DISABLED""]"	"[""PnpWUIssby"",""oZhacvzI4s""]"
a01UL000006zb5OYAQ	2	2023-05-30T20:55:01.000Z	2022-11-01T17:12:47.000Z	"[""Chatham Square"",""Chatham Square""]"	"[""ACTIVE"",""DISABLED""]"	"[""QqhTi5wElD"",""xOxZKQWDXE""]"
a01Dn00000HHuRVIA1	2	2023-05-30T20:47:27.000Z	2022-11-01T17:16:09.000Z	"[""Enclave at Lake Ellenor"",""Enclave at Lake Ellenor""]"	"[""DISABLED"",""ACTIVE""]"	"[""f0sRNI1lfs"",""sMZcbMzKfw""]"
a01Dn00000HHaNvIAL	2	2023-05-26T13:26:37.000Z	2021-09-09T19:20:15.000Z	"[""The Veranda"",""Veranda""]"	"[""DISABLED"",""DISABLED""]"	"[""I7HPT14Cqz"",""uoODl5Ljan""]"
a01Dn00000HHOtSIAX	3	2023-05-26T13:01:33.000Z	2021-03-29T15:26:45.000Z	"[""Autumn Vista"",""Autumn Vista"",""Autumn Vista""]"	"[""DISABLED"",""DISABLED"",""DISABLED""]"	"[""NjDho96J0C"",""CAflIHuesw"",""1z0ne16Fyx""]"
a01Dn00000HHfjqIAD	2	2023-05-24T22:01:44.000Z	2023-05-24T21:50:50.000Z	"[""Casa Grande"",""Clock Lusk""]"	"[""DISABLED"",""DISABLED""]"	"[""fbGmDisMSo"",""5geRG4gswK""]"
a01UL000006zc3TYAQ	2	2023-05-23T16:15:03.000Z	2022-06-07T21:53:41.000Z	"[""Platform"",""Platform""]"	"[""DISABLED"",""ACTIVE""]"	"[""e0raR5JBb1"",""EElKaUeK1O""]"
a01Dn00000HHvLUIA1	2	2023-05-19T22:30:08.000Z	2023-02-06T16:05:24.000Z	"[""The Villages of Chapel Hill"",""The Villages of Chapel Hill""]"	"[""DISABLED"",""DISABLED""]"	"[""G0PJxJ0jvt"",""tg8zulK7nw""]"
a01Dn00000HHhn4IAD	2	2023-05-18T19:23:14.000Z	2021-06-07T16:39:21.000Z	"[""The Esplanade at National Harbor"",""The Esplanade""]"	"[""ACTIVE"",""DISABLED""]"	"[""6b1nyuMwlz"",""v82VgPCXE7""]"
a01Dn00000HHkBsIAL	2	2023-05-18T14:06:07.000Z	2021-12-17T20:42:43.000Z	"[""The Landings at Sweetwater Creek Apartments"",""The Landings at Sweetwater Creek""]"	"[""DISABLED"",""DISABLED""]"	"[""zBbAwJNPII"",""EiI3Xx3HKV""]"
a01Dn00000HHcOFIA1	2	2023-05-18T13:01:21.000Z	2021-05-26T18:54:02.000Z	"[""Windsor 335"",""Alexan 335 ""]"	"[""DISABLED"",""DISABLED""]"	"[""VmQYgFAhrN"",""sNcXsXVRlZ""]"
a01Dn00000HHvn6IAD	2	2023-05-18T12:52:12.000Z	2021-07-29T21:22:48.000Z	"[""565 Hank"",""565 Hank""]"	"[""ACTIVE"",""DISABLED""]"	"[""tPFr9EA61W"",""UoweVrBJXL""]"
a01UL000006zb5KYAQ	3	2023-05-17T13:07:42.000Z	2023-05-17T13:05:29.000Z	"[""Belmont"",""Charlestowne"",""Manor Row""]"	"[""ACTIVE"",""ACTIVE"",""ACTIVE""]"	"[""NROWziFVs7"",""9pHn5UaJ8k"",""Y9lLcVQe0s""]"
a01Dn00000HHrvsIAD	2	2023-05-15T19:52:37.000Z	2021-05-24T19:39:37.000Z	"[""Terra"",""Terra""]"	"[""DISABLED"",""DISABLED""]"	"[""QY7lbcNhun"",""yCHAlr4kLG""]"
a01Dn00000HHYM4IAP	2	2023-05-15T19:50:30.000Z	2021-05-21T17:57:21.000Z	"[""South Shore District"",""South Shore District""]"	"[""DISABLED"",""ACTIVE""]"	"[""SQUPpzY6ID"",""nvsVHJ9wqo""]"
a01Dn00000HHej2IAD	2	2023-05-15T19:13:31.000Z	2023-05-15T19:12:19.000Z	"[""Bell Westford II"",""Bell Westford I""]"	"[""ACTIVE"",""ACTIVE""]"	"[""mn331HCgxm"",""Weq6RWNdLI""]"
a01Dn00000HHM2xIAH	2	2023-05-12T18:38:42.000Z	2022-04-28T14:36:27.000Z	"[""Delta"",""Delta""]"	"[""ACTIVE"",""DISABLED""]"	"[""kU1OwFWyXX"",""izJM069Bc5""]"
a01Dn00000HHLndIAH	2	2023-05-12T18:27:00.000Z	2022-04-28T14:38:49.000Z	"[""Del Mor"",""Del Mor""]"	"[""DISABLED"",""ACTIVE""]"	"[""NQWDQaYDDs"",""QKZhRUMaeA""]"
a01Dn00000HHGr0IAH	2	2023-05-11T23:37:16.000Z	2020-05-15T14:34:25.000Z	"[""APEX The One"",""Apex. The One.""]"	"[""DISABLED"",""ACTIVE""]"	"[""oSgzszECbx"",""tPgbpXv1GT""]"
a01Dn00000HHh7jIAD	2	2023-05-11T19:11:35.000Z	2022-05-12T15:32:43.000Z	"[""Cyan at Green Valley"",""Cyan at Green Valley""]"	"[""DISABLED"",""DISABLED""]"	"[""Nd1eaGIFmM"",""m1sO2Nijp3""]"
a01Dn00000HHKa2IAH	2	2023-05-11T19:03:36.000Z	2022-07-01T15:04:16.000Z	"[""Colton Apartments"",""Colton Apartments""]"	"[""DISABLED"",""DISABLED""]"	"[""8ZmlCd7b1C"",""yO64fpUu0b""]"
a01Dn00000HHVsiIAH	3	2023-05-11T18:51:38.000Z	2021-05-12T19:31:00.000Z	"[""Presley at Whitney Ranch"",""The Presley at Whitney Ranch"",""The Palladium""]"	"[""DISABLED"",""DISABLED"",""DISABLED""]"	"[""LSSi2x1r9Z"",""HpXLa5pCjh"",""lpFJTaHHpK""]"
a01UL000006zatrYAA	2	2023-05-11T18:43:14.000Z	2020-11-06T11:43:25.000Z	"[""San Vicente Tower"",""San Vicente Tower""]"	"[""DISABLED"",""ACTIVE""]"	"[""un7EH6Fqhx"",""zha4j7am4l""]"
a01Dn00000HHvKVIA1	2	2023-05-11T18:06:52.000Z	2022-05-12T15:11:40.000Z	"[""Townhomes at Horizon Ridge"",""Townhomes at Horizon Ridge""]"	"[""DISABLED"",""DISABLED""]"	"[""2CZLfzJVOv"",""iX9sWzXIPE""]"
a01Dn00000HHhOWIA1	3	2023-05-11T15:00:05.000Z	2021-04-20T18:04:10.000Z	"[""The Heights at Perimeter Center"",""The Drexel Collective"",""The Drexel Collective""]"	"[""DISABLED"",""DISABLED"",""DISABLED""]"	"[""OAKHSaVsgO"",""NvWBg9DBIb"",""MGoqehHsIG""]"
a01Dn00000HHGIKIA5	2	2023-05-10T14:15:01.000Z	2022-04-18T16:13:10.000Z	"[""Adara Godley Station"",""Adara Godley Station""]"	"[""DISABLED"",""DISABLED""]"	"[""Z9f9FgtDTb"",""NoyWGn4rMO""]"
a01Dn00000HHclfIAD	3	2023-05-09T13:30:33.000Z	2021-02-11T06:43:07.000Z	"[""Wynwood Bay"",""Wynwood Bay Apartments"",""Wynwood Bay Apartments""]"	"[""ACTIVE"",""DISABLED"",""DISABLED""]"	"[""FeX1C8duEn"",""IqakKbprnE"",""KZqXzBIraZ""]"
a01UL000006zc3GYAQ	2	2023-05-05T17:37:56.000Z	2022-06-27T22:10:30.000Z	"[""Coddle Creek"",""Coddle Creek""]"	"[""ACTIVE"",""DISABLED""]"	"[""O67Vt0OlKS"",""2rUG9pIPRZ""]"
a01Dn00000HHOtTIAX	2	2023-05-05T13:00:44.000Z	2023-01-04T21:52:46.000Z	"[""Hartman Hill"",""Hartman Hill""]"	"[""DISABLED"",""DISABLED""]"	"[""TbzTHaOFCl"",""7LG9bOtyOZ""]"
a01Dn00000HHGTKIA5	3	2023-05-04T15:07:28.000Z	2021-11-30T19:36:39.000Z	"[""Amber Grove"",""Amber Grove at Olley Creek"",""Amber Grove""]"	"[""DISABLED"",""DISABLED"",""DISABLED""]"	"[""YJhhHdg25x"",""DhfrFOjT0B"",""8T5mUiQPj0""]"
a01Dn00000HHYiVIAX	2	2023-05-04T00:03:50.000Z	2022-02-03T15:58:57.000Z	"[""Sterling at Stonecrest"",""Sterling at Stonecrest""]"	"[""DISABLED"",""ACTIVE""]"	"[""0uijg5Nm3h"",""3p0Zt9ED35""]"
a01Dn00000HHMjJIAX	2	2023-05-02T21:48:26.000Z	2022-10-06T17:48:49.000Z	"[""Rainbow Forest"",""Everwood Estates""]"	"[""DISABLED"",""ACTIVE""]"	"[""L87Gg2UkBk"",""fbl5PMoATr""]"
a01Dn00000HHMStIAP	3	2023-05-02T21:21:55.000Z	2022-10-06T17:51:46.000Z	"[""Elea - worng platform"",""Elea"",""Ivy Ridge""]"	"[""DISABLED"",""DISABLED"",""DISABLED""]"	"[""dJBQoZaIzz"",""R8a0uVOBbh"",""YsdFwGPJ2N""]"
a01Dn00000HHdpZIAT	2	2023-05-02T00:19:46.000Z	2023-01-25T18:50:37.000Z	"[""75 West"",""75 West""]"	"[""DISABLED"",""DISABLED""]"	"[""WbtvvKPg6p"",""YVWr5eCHq7""]"
a01UL000004Vl5DYAS	2	2023-05-01T21:38:03.000Z	2022-08-04T13:59:48.000Z	"[""Pringle Square Apartments"",""Pringle Square""]"	"[""DISABLED"",""DISABLED""]"	"[""F644NN0vLx"",""oY9kkmrZjV""]"
a01Dn00000HHnrWIAT	2	2023-05-01T16:19:04.000Z	2022-10-31T17:46:26.000Z	"[""Cedar Grove"",""Cedar Grove""]"	"[""DISABLED"",""DISABLED""]"	"[""PcMsFDpFcl"",""JKV83NLsHa""]"
a01Dn00000HHi0sIAD	2	2023-05-01T15:23:22.000Z	2022-07-27T20:23:22.000Z	"[""Five810 Southlands - lost lead"",""Five810""]"	"[""DISABLED"",""DISABLED""]"	"[""E1da2PYaxN"",""rwbzmvEkgV""]"
a01Dn00000HHkdmIAD	2	2023-05-01T14:44:47.000Z	2022-10-28T21:53:59.000Z	"[""The Lily at West Ashley"",""The Lily""]"	"[""DISABLED"",""ACTIVE""]"	"[""jMmtVhghcU"",""xkxPwhroGZ""]"
a01Dn00000HHHDzIAP	2	2023-05-01T14:39:05.000Z	2022-10-28T22:08:43.000Z	"[""Ashford Riverview"",""The Riverview""]"	"[""DISABLED"",""ACTIVE""]"	"[""7xnX20S5Sc"",""h8Lf1nRnC7""]"
a01UL000006zc2IYAQ	2	2023-05-01T14:10:30.000Z	2022-09-28T18:05:02.000Z	"[""Retreat at St. Andrews"",""Retreat at St. Andrews""]"	"[""DISABLED"",""ACTIVE""]"	"[""TLtSjhPxA1"",""8789daKZSZ""]"
a01Dn00000HHWqTIAX	2	2023-04-28T19:56:24.000Z	2022-09-28T18:07:10.000Z	"[""Riverwalk Vista"",""Riverwalk Vista""]"	"[""DISABLED"",""ACTIVE""]"	"[""l8u3t3mhO8"",""1TiJmoSPab""]"
a01Dn00000HHSvUIAX	2	2023-04-26T21:31:26.000Z	2021-06-03T23:51:56.000Z	"[""Miro"",""Miro""]"	"[""DISABLED"",""DISABLED""]"	"[""IY5WAaMjYI"",""wkOn3SkWLt""]"
a01Dn00000HHoVSIA1	2	2023-04-25T02:03:41.000Z	2021-08-20T18:55:11.000Z	"[""Magnolia Terrace"",""Magnolia Terrace""]"	"[""ACTIVE"",""DISABLED""]"	"[""chn0H5vkeu"",""4oGBHW2JoY""]"
a01Dn00000HHiXIIA1	2	2023-04-20T18:33:34.000Z	2021-11-03T21:24:05.000Z	"[""The Gobi Apartments"",""The Gobi""]"	"[""ACTIVE"",""DISABLED""]"	"[""rFrblcjUpY"",""2RfGpQVDnX""]"
a01UL00000VhhPgYAJ	2	2023-04-19T19:55:18.000Z	2022-09-09T16:55:08.000Z	"[""Courtney Ridge Phase II"",""Courtney Ridge""]"	"[""DISABLED"",""DISABLED""]"	"[""5Hf5GuJYqf"",""fgRPND7z4s""]"
