,Property Name,Previous Property Name,Street Address,City,State,Zip,Sales Rep,Snappt POC, Property Unit Count ,FD Start Date (Customer Start Date),IDV Start Date,IV/CP Start Date,Onboarded Revenue Helper Column - Start Date Check,Billing Software,Property Billing Contact,Corporate Billing Contact,PMS,Rev Model,Monthly Rev (MRR),Monthly Minimum ,Contract Type,MGMT,SFDC Property ID,Ownership,Ownership Contact Name + Email Address,"Building Contact Name aka Primary Point of Contact (at Property)
[OPTIONAL]","Contact Info
[OPTIONAL]","Regional Manager
[OPTIONAL]",Status,,1-5k 4/29/25 roll out
New Property,Axiom Westwood,,415 Gayley Ave,Los Angeles,CA,90024,DC,Jodi,  153 ,5/1/2025,5/1/2025,5/1/2025,,,,gkarp@cirrusami.com,RealPage,SaaS,$229.50,,Find Contract,"Cirrus Asset Management, Inc",a01Dn00000HHHgjIAH,,,Karen Kassie,axiomwestwood@cirrusami.com,lcohen@cirrusami.com,,,
Migration: Partner to Direct,Covey Homes Greystone,,420 Stone Ridge Circle,Hiram,GA,30141,FF,Terene,  152 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,,SaaS,$190.00,,30 day out,Stockbridge - NN,a01Dn00000HHL7pIAH,shatori.floyd@assetliving.com,12/31/2024,Shatori Floyd, Shatori.Floyd@AssetLiving.com, Shatori.Floyd@AssetLiving.com,,,
Migration: Partner to Direct,Covey Homes Sweetwater,Covey Sweetwater,4040 Candleberry Garden,North Augusta,SC,29860,FF,Terene,  89 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,,SaaS,$111.25,,30 day out,Stockbridge - NN,a01Dn00000HHVqrIAH,shatori.floyd@assetliving.com,12/31/2024,Shatori Floyd, Shatori.Floyd@AssetLiving.com, Shatori.Floyd@AssetLiving.com,,,
Migration: Partner to Direct,Cottages at Summer Creek,,5401 Barlean Ranch,Fort Worth,TX,76123,FF,Terene,  196 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,,SaaS,$245.00,,30 day out,Stockbridge - NN,a01Dn00000HHL8IIAX,,,Alyssa Waldie,cottagessummercreekmgr@cushwake.com,TBD,,,
Migration: Partner to Direct,Covey Homes Harvest Meadows,,150 Harvest Meadows Road,Buda,TX,78610,FF,Terene,  118 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,,SaaS,$147.50,,30 day out,Stockbridge - NN,a01Dn00000HHH7iIAH,,,Candi Castillo,ccastillo@zrsmanagement.com,ccastillo@zrsmanagement.com,,,
Migration: Partner to Direct,Covey Homes Palms West,,1607 Amalfi Drive,Cocoa,FL,32926,FF,Terene,  87 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,,SaaS,$108.75,,30 day out,Stockbridge - NN,a01Dn00000LhIcbIAF,,,Candi Castillo,ccastillo@zrsmanagement.com,ccastillo@zrsmanagement.com,,,
Migration: Partner to Direct,Covey Homes Westpointe,,13806 Gritstone Road,San Antonio,TX,78253,FF,Terene,  199 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,,SaaS,$248.75,,30 day out,Stockbridge - NN,a01Dn00000Lh0HbIAJ,,,Candi Castillo,ccastillo@zrsmanagement.com,ccastillo@zrsmanagement.com,,,
Migration: Partner to Direct,Covey Homes Azle,,165 Caraway Court,Azle,TX,76020,FF,Ella ,  98 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$122.50,,30 day out,Stockbridge - NN,a01Dn00000HIbgfIAD,,,Kylee Hill,coveyhomesazle@zrsmanagement.com,kriddle@zrsmanagement.com,,,
Migration: Partner to Direct,Covey Homes Basswood,,5601 Basswood Blvd,Fort Worth,TX,76137,FF,Ella ,  48 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$60.00,$100.00,30 day out,Stockbridge - NN,a01UL00000EEGMcYAP,,,Kristina Bernatis,kbernatis@moreresidential.com,kwilliams@zrsmanagement.com,,,
Migration: Partner to Direct,Covey Bella Citta,,1205 Venice Blvd,Davenport,FL,33897,FF,Ella ,  236 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$295.00,,30 day out,Stockbridge - NN,a01UL000002osgnYAA,,,Kristina Bernatis,kbernatis@moreresidential.com,skirkland@zrsmanagement.com,,,
Migration: Partner to Direct,Covey Homes Waterford,,801 Bluestream Way,Cedar Hill,TX,75104,FF,Ella ,  158 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$197.50,,30 day out,Stockbridge - NN,a01Dn00000HHL8QIAX,,,Taylor Klis,CoveyHomesWaterford@zrsmanagement.com,kriddle@zrsmanagement.com,,,
Migration: Partner to Direct,Covey Homes Litsey Creek,Litsey Creek Cottages,15101 Litsey Creek Drive,Roanoke,TX,76262,FF,Ella ,  396 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$495.00,,30 day out,Stockbridge - NN,a01Dn00000HHkeyIAD,,,Lilliana Wyrick,litseycreekcottages@zrsmanagement.com,tmb@zrsmanagement.com,,,
Migration: Partner to Direct,Covey Homes Paper Mill,Residences on Paper Mill,100 Paper Mill Road,Lawrenceville,GA,30046,FF,Bryan,  116 ,5/5/2025,,5/5/2025,,,In Rangewater Consolidated Invoice.,,Entrata,SaaS,$145.00,,30 day out,Stockbridge - NN,a01Dn00000HIwfxIAD,,,Kristina Bernatis,kbernatis@moreresidential.com,ora.pinson@liverangewater.com,,,
Migration: Partner to Direct,Covey Homes Fox Run,The Cottages at Fox Run,245 Fox Run Drive,Brunswick,GA,31525,FF,Bryan,  192 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$240.00,,30 day out,Stockbridge - NN,a01Dn00000HHL7kIAH,,,Kristina Bernatis,kbernatis@moreresidential.com,srivers@liverangewater.com,,,
Migration: Partner to Direct,Covey Homes Loganville,The Cottages at Loganville,9200 Liberty Lane,Loganville,GA,30052,FF,Bryan,  329 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$411.25,,30 day out,Stockbridge - NN,a01UL000003RO7mYAG,,,Jan Valduga,Cottagesatloganville@liverangewater.com,ora.pinson@liverangewater.com,,,
Migration: Partner to Direct,Covey Homes Walker Ridge,The Cottages at Walker Ridge,101 Walker Ridge Lane,Cartersville,GA,30120,FF,Bryan,  207 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$258.75,,30 day out,Stockbridge - NN,a01UL000006iFUXYA2,,,Krystyna Wituszynski,walkerridge@liverangewater.com,ora.pinson@liverangewater.com,,,
Migration: Partner to Direct,Covey Homes New Hampstead,Cottages at New Hampstead,201 Powers Pass,Savannah,GA,31302,FF,Bryan,  327 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$408.75,,30 day out,Stockbridge - NN,a01UL00000EEDtPYAX,,,Nadia Williams,cdnewhampstead@liverangewater.com,TBD,,,
New Property,Saratoga Downs,,2075 Funny Cide St,Napa,CA,94559,AP,Matt,  178 ,5/2/2025,5/2/2025,5/2/2025,,,,,Yardi,SaaS,$258.10,,30 day out,FPI Management,a01Dn00000HHqNnIAL,,,Rebecca Jones,rebecca.jones@fpimgt.com,rebecca.jones@fpimgt.com,,,
New Property,Bread Building,,1770 South Young Circle,Hollywood,FL,33020,LS,Jodi,  362 ,5/2/2025,5/2/2025,5/2/2025,,,twilson@crownres.com,,RealPage,SaaS,$543.00,,30 day out,Crown Residential,a01UL00000L6UDpYAN,,,Trent Wilson,twilson@crownres.com,csmith@crownres.com,,,
Migration: Partner to Direct,Covey Homes Kirkland,,513 Kirkland Road,Covington,GA,30016,FF,Meghan,  190 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$237.50,,30 day out,Stockbridge - NN,a01Dn00000HHpZLIA1,,,Shon Rouse,kirkland@coveyhomesbymore.com,ora.pinson@liverangewater.com,,,
Migration: Partner to Direct,Covey Homes Lexington,,4505 Lexington Road,Athens,GA,30605,FF,Meghan,  200 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$250.00,,30 day out,Stockbridge - NN,a01UL000003SK5LYAW,,,Kristina Bernatis,kbernatis@moreresidential.com,critchey@liverangewater.com,,,
Migration: Partner to Direct,Covey Homes Southampton,,100 Cottage Way,Hampton,GA,30228,FF,Meghan,  250 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$312.50,,30 day out,Stockbridge - NN,a01UL000003RJhaYAG,,,Kristina Bernatis,kbernatis@moreresidential.com,critchey@liverangewater.com,,,
Migration: Partner to Direct,Covey Homes Wescott,,9570 Eagle Pass Drive,Summerville,SC,29485,FF,Meghan,  83 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$103.75,,30 day out,Stockbridge - NN,a01Dn00000HHLUpIAP,,,Laura Beers,cmwescott@coveyhomesbymore.com,amachowski@liverangewater.com,,,
Migration: Partner to Direct,Covey Homes Hunter Trail,Residences on Hunter Trail,1150 Hunter Trail,Acworth,GA,30102,FF,Meghan,  147 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$183.75,,30 day out,Stockbridge - NN,a01UL000000qn9XYAQ,,,Shannon Stairs,residenceshuntertrail@liverangewater.com,ora.pinson@liverangewater.com,,,
Migration: Partner to Direct,Covey Homes Grand Lagoon,Artisan Living Grand Lagoon,7110 London Street,Panama City Beach,FL,32407,FF,Matt,  152 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$190.00,,30 day out,Stockbridge - NN,a01UL000002uCuzYAE,Kbernatis@moreresidential.com,12/31/2024,Kristina Bernatis,Kbernatis@moreresidential.com,Christina.Rightley@greystar.com ,,,
Migration: Partner to Direct,Covey Homes Jennings Place,,5943 Ravines Lane,Pensacola,FL,32526,FF,Matt,  237 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$296.25,,30 day out,Stockbridge - NN,a01UL000002u4fjYAA,Kbernatis@moreresidential.com,12/31/2024,Kristina Bernatis,Kbernatis@moreresidential.com,Christina.Rightley@greystar.com ,,,
Migration: Partner to Direct,The Starling,Starling,820 4th Ave N,Nashville,TN,32719,FF,Matt,  365 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$456.25,,30 day out,Stockbridge - NN,a01Dn00000HJCazIAH,emily.venezia@greystar.com,12/31/2024,Eric Johnson,mgr@starlinggermantown.com,mgr@starlinggermantown.com ,,,
Migration: Partner to Direct,Assembly at Historic Heights,,525 Yale Street,Houston,TX,77007,FF,Matt,  378 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$472.50,,30 day out,Stockbridge - NN,a01Dn00000HHHBEIA5,,12/31/2024,Loriela Vener,assemblyheights@zrsmanagement.com,Arthur.Rodriguez@zrsmanagement.com,,,
Migration: Partner to Direct,Magnolia Haus at Tuscarora Creek,Magnolia Haus,1009 Reagans Road,Frederick,MD,21702,FF,Matt,  189 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$236.25,,30 day out,Stockbridge - NN,a01Dn00000LgWMNIA3,clb@zrsmanagement.com,12/31/2024,Jerald Bowman,jbowman@zrsmanagement.com,TMartin@zrsmanagement.com,,,
Migration: Partner to Direct,Covey Homes Addison,,807 Exley Lane,Spartanburg,SC,2930100.0000000%,FF,Jodi,  127 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$158.75,,30 day out,Stockbridge - NN,a01Dn00000HHLUhIAP,,,Annette Bradley,coveyaddison@coveyhomesbymore.com,critchey@liverangewater.com,,,
Migration: Partner to Direct,Covey Homes Bluffs,,600 Waterstone Drive,Canton,GA,3011400.0000000%,FF,Jodi,  145 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$181.25,,30 day out,Stockbridge - NN,a01Dn00000HHLUjIAP,,,Kimberly Wheelock,bluffs@coveyhomesbymore.com,ora.pinson@liverangewater.com,,,
Migration: Partner to Direct,Covey Homes Clements Ferry,,2467 Clements Ferry Road,Charleston,SC,2949200.0000000%,FF,Jodi,  115 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$143.75,,30 day out,Stockbridge - NN,a01Dn00000HHH7hIAH,,,Laura Beers,clementsferry@coveyhomesbymore.com,amachowski@liverangewater.com,,,
Migration: Partner to Direct,Covey Homes Dawson Ridge,,62 Dawson Clb Way,Dawsonville,GA,3053400.0000000%,FF,Jodi,  193 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$241.25,,30 day out,Stockbridge - NN,a01Dn00000LESPLIA5,,,Kristina Bernatis,kbernatis@moreresidential.com,Andrew Kufta <akufta@liverangewater.com>,,,
Migration: Partner to Direct,Covey Homes Greene,,2114 Boiling Springs Road,Boiling Springs,SC,2931600.0000000%,FF,Jodi,  85 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$106.25,,30 day out,Stockbridge - NN,a01Dn00000HHLUkIAP,,,Amanda woods,Greene@coveyhomesbymore.com,critchey@liverangewater.com,,,
Migration: Partner to Direct,Covey Homes Harrison Bridge,,324 Norbury Street,Simpsonville,SC,2968000.0000000%,FF,Jodi,  112 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$140.00,,30 day out,Stockbridge - NN,a01Dn00000HHLUlIAP,,,Nicole Wiggins,harrisonbridge@coveyhomesbymore.com,critchey@liverangewater.com,,,
Migration: Partner to Direct,Lakes at Pembroke,,9900 Sheridan St.,Pembroke,FL,33024,FF,Danielle,  296 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,Entrata,SaaS,$370.00,,30 day out,Stockbridge - NN,a01Dn00000HHQhjIAH,,,,,,,,#N/A
New Property,"The Douglas
",,2300 Walnut Street,Denver,CO,80205,AP,Terene,  310 ,5/5/2025,,,,,leasing@lifeatthedouglasapartments.com,,Yardi,SaaS,$465.00,,30 day out,Fairfield Residential,a01Dn00000HHM7VIAX,,,Brandee Mays,bmays@ffres.com,esliva@ffres.com,,,
New Property,Rise at Regency,,1321 Farrells West Avenue,Henrico,VA,23229,LS,Jodi,  320 ,5/5/2025,5/5/2025,5/5/2025,,,theriseinvoices@thalhimer.com,lindsey.melton@thalhimer.com,,SaaS,$400.00,,30 dayout (month to month),Thalhimer,a01UL00000L8gQzYAJ,,,Laurie Cassidy,laurie.cassidy@thalhimer.com,catrina.scanlan@thalhimer.com,,,
COM (under 90 days),Vista 121,Vista 121 Apartment Homes,2241 S State Highway 121 Business,Lewisville,TX,75067,JK,Matt,  270 ,5/5/2025,,5/5/2025,,GCB,laura.rios@greystar.com,,,SaaS,$337.50,,30 day out,Greystar,a01Dn00000HHt2AIAT,,,Abby Rios,laura.rios@greystar.com,cynthia.penland@greystar.com,,,
New Property,The Benton,,3409 Primm Lane,Hoover,AL,35216,LS,Jodi,  116 ,5/5/2025,5/5/2025,5/5/2025,,,carbonap@avidbill.com,,Yardi,SaaS,$174.00,,30 day out,Carbon Residential LLC,a01Dn00000HHIRjIAP,,,Tracy Stephens,tracy.stephens@carbonresidential.com,courtney@carbonresidential.com,,,
New Property,Tapestry Naperville,,2703 Showplace Dr,Naperville,IL,60564,FF,Jodi,  298 ,5/5/2025,,5/5/2025,,,PaySCG7550-Regular@rcash.com,,,SaaS,$372.50,,30 day out,Stockbridge - NN,a01Dn00000HHZMGIA5,TBD,Luke Robbins,Luke Robbins,lrobbins@mccafferyinc.com,mcraig@mccafferyinc.com,,,
New Property,WM.,,10401 Washington Blvd,Culver City,CA,90232,DC,Matt,  137 ,5/5/2025,5/5/2025,5/5/2025,,,,payclg82676-regular@yardifs.com,Yardi,SaaS,$205.50,,30 dayout (month to month),California Landmark Group,a01Dn00000HJ12DIAT,,,Sandybell Mendez,smendez@clgmanagement.com,smendez@clgmanagement.com,,,
New Property,Ona,,3421 North Freeway Boulevard,Sacramento,CA,95834,BB,Jarrod,  303 ,5/5/2025,,,,,,hinesliving.ap@hines.com,,SaaS,$424.20,,30 day out,Hines Management,a01UL00000LWWOsYAP,,,Tyler Tibbles,ona.manager@hines.com,vida.emami@hines.com,,,
New Property,The Abbey at Park Lakes,,4475 Wilson Road,Humble,TX,77396,KS,Jodi,  252 ,5/6/2025,,5/6/2025,,,,Kscruggs@abbeyresidential.com,Realpage,SaaS,$352.80,,30 dayout (month to month),Abbey Residential Services,a01Dn00000HHffDIAT,,,Jaizel Nieto,managerparklakes@abbeyresidential.com,tknapp@abbeyresidential.com,,,
COM (under 90 days),The Huntley,,"100 Harding St,",Ft. Worth,TX,76102,AP,Jodi,  296 ,5/6/2025,,,,,,,,SaaS,$370.00,,30 day out,Cushman & Wakefield,a01Dn00000HHPdtIAH,,,Stephanie McMichael ,TheHuntleyMGR@cushwake.com,brittany.todd@cushwake.com,,,
New Property,Hidden Cove,,2901 Mary Ann Ln,Bay Point,CA,94565,DC,Jodi,  88 ,5/6/2025,,,,,hiddencovemgr@apertopm.com,,Yardi,SaaS,$132.00,,30 dayout (month to month),Aperto Property Management,a01Dn00000HHjIAIA1,,,TBD,hiddencovemgr@apertopm.com,emolina@apertopm.com,,,
New Property,Marina Heights,,2 Marina Blvd,Pittsburg,CA,94565,DC,Jodi,  200 ,5/6/2025,,,,,marinaheights@apertopm.com,,Yardi,SaaS,$300.00,,30 dayout (month to month),Aperto Property Management,a01Dn00000HHl6uIAD,,,Kharaya Jackson,marinaheights@apertopm.com,emolina@apertopm.com,,,
New Property,Mt. Dora,,Koji Street,Orlando,FL,32757,JK,Matt,  309 ,5/7/2025,5/7/2025,5/7/2025,,GCB,,,,SaaS,$386.25,,30 day out,Greystar,a01UL00000LfREhYAN,,,Tracy Duff,tracy.duff@greystar.com,tracy.duff@greystar.com,,,
New Property,Parc Westborough,,346 Turnpike Road,Westborough,MA,1581,JK,Matt,  249 ,5/7/2025,,5/7/2025,,GCB,,,,SaaS,$311.25,,30 day out,Greystar,a01Dn00000HHUWIIA5,,,Karen Galluzzo,parcwestboroughmgr@greystar.com,daniel.macisaac@greystar.com,,,
New Property,Bakers Place,,10 S Paterson St ,Madison,WI,53703,BB ,Jarrod,  206 ,5/7/2025,,,,,,hinesliving.ap@hines.com,,SaaS,$288.40,,30 day out,Hines Management,a01Dn00000HJN8UIAX,,,Dylan Cudo,"bakersplace.manager@hines.com,",nichole.oswald@hines.com,,,
New Property,47Hundred,,4700 Telegraph Avenue,Oakland,CA,94609,JK,Jodi,  48 ,5/7/2025,,5/7/2025,,GCB,,,,SaaS,$60.00,,30 day out,Greystar,a01Dn00000HHFcWIAX,,,Victoria Brown,47hundredmgr@greystar.com,angela.isaacs@greystar.com,,,
COM (under 90 days),Affinity at Wendell,,900 Eagles Rise Ave,Wendell,NC,27591,JK,Jodi,  172 ,5/8/2025,,5/8/2025,,GCB,,,,SaaS,$215.00,,30 day out,Greystar,a01UL00000ENnJKYA1,,,Cathleen Barrett,affinitywendellmgr@greystar.com,affinitywendellmgr@greystar.com,,,
IDV Only (w/ Partner),Meridian Green ,,11305 SE Kent Kangley Rd,Kent,WA,98030,AP,Matt,  108 ,,5/8/2024,,,,,,Entrata,SaaS,$0.00,,IDV only,SUHRCO,a01Dn00000HHlO6IAL,,,Jennifer Hizon,mgr@meridiangreen.net,mgr@meridiangreen.net,,,
Win Back (under 90 days),500 Harbour,,500 Knights Run Avenue,Tampa,FL,33602,FF,Matt,  235 ,5/8/2025,5/8/2025,5/8/2025,,,,,,SaaS,$293.75,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHFVbIAP,,,Lindsay Laird,llaird@zrsmanagement.com,tdunlap@zrsmanagement.com,,,
Win Back (under 90 days),Seazen Rocky Point,,7616 W Courtney Campbell Causeway,Tampa,FL,33607,TS,Matt,  323 ,5/8/2025,5/8/2025,5/8/2025,,,,,,SaaS,$403.75,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHqQVIA1,,,TBD,TBD,TBD,,,
COM (under 90 days),Vasari,Vasari,4800 Citrus Avenue,Fontana,CA ,92336,AP,Jarrod,  493 ,5/8/2025,5/8/2025,5/8/2025,,,,,Yardi,SaaS,$616.25,,30 day out,RPM Living,a01UL00000LJcNIYA1,,,David Gaiss,david.gaiss@rpmliving.com,david.gaiss@rpmliving.com,,,
COM (under 90 days),Calista Luxury Townhomes,Calista,17030 Limestone Lane,Fontana,CA,92336,AP,Jarrod,  100 ,5/8/2025,5/8/2025,5/8/2025,,,,,Yardi,SaaS,$125.00,,30 day out,RPM Living,a01UL00000LJauwYAD,,,David Gaiss,david.gaiss@rpmliving.com,david.gaiss@rpmliving.com,,,
COM (under 90 days),Las Casitas,,13500 Live Oak Street,Hesperia,CA,90255,AP,Jarrod,  160 ,5/8/2025,5/8/2025,5/8/2025,,,,,Yardi,SaaS,$200.00,,30 day out,RPM Living,a01UL00000LJTzxYAH,,,Sheryl Huron,sheryl.huron@rpmliving.com,sheryl.huron@rpmliving.com,,,
COM (under 90 days),Avana at the Moors,Latitudes at the Moors,6200 Northwest 173rd Street,Hialeah,FL,33015,JK,Jarrod,  358 ,5/8/2025,,5/8/2025,,GCB,,,,SaaS,$447.50,,30 day out,Greystar,a01Dn00000HHkNiIAL,,,TBD,avanamoorsmgr@greystar.com,jeremy.scholl@greystar.com,,,
New Property,View at Manor Crossing,,13220 N. FM 973 Road,Manor,TX,78653,AP,Terene,  301 ,5/8/2025,,,,Vendor Cafe,,,Yardi,SaaS,$376.25,,30 day out,Avenue5 Residential,a01UL00000LmlGkYAJ,,,Kelley Scott,kelley.scott@avenue5.com,cheffran@avenue5.com,,,
New Property,Fenwick,,8616 Second Avenue,Silver Spring,MD,20910,LS,Ella,  310 ,5/9/2025,5/9/2025,5/9/2025,,,,ap@29scliving.com,Entrata,SaaS,$465.00,,12 month Annual (COM Exempt),29th Street Communities,a01Dn00000HHNFFIA5,,,Karen Plesh ,karen.plesh@29scliving.com,karen.plesh@29scliving.com,,,
New Property,Cosmopolitan,,165 Central Park Avenue,Virginia Beach,VA,23462,LS,Ella,  342 ,5/9/2025,5/9/2025,5/9/2025,,Ops,cosmopolitanmgr@slnusbaum.net,,RealPage ,SaaS,$513.00,,12 month annual (COM exempt),S L Nusbaum Realty Co.,a01Dn00000HHKsjIAH,,,John Bagay,cosmopolitanmgr@slnusbaum.net,kmehlmann@slnusbaum.com,,,
New Property,Encore 4505 at Town Center,,4505 Main St,Virginia Beach,VA,23462,LS,Ella,  286 ,5/9/2025,5/9/2025,5/9/2025,,Ops,encore4505mgr@slnusbaum.net,,RealPage ,SaaS,$429.00,,12 month annual (COM exempt),S L Nusbaum Realty Co.,a01Dn00000HHvqAIAT,,,Isabella Lusher,encore4505mgr@slnusbaum.net,kmehlmann@slnusbaum.com,,,
New Property,Evoke Living at Eastland Yards,,7024 Farrell Parlour Lane,Charlotte,NC,28212,LS,Ella,  72 ,5/9/2025,5/9/2025,5/9/2025,,Ops,evokemorrisfieldmgr@slnusbaum.net,,RealPage ,SaaS,$108.00,,12 month annual (COM exempt),S L Nusbaum Realty Co.,a01UL00000L5y9CYAR,,,Eugenia Hinkle,evokemorrisfieldmgr@slnusbaum.net,dstamper@slnusbaum.com,,,
New Property,Evoke Living at Morris Field,,3612 Morris Field Dr,Charlotte,NC,28208,LS,Ella,  132 ,5/9/2025,5/9/2025,5/9/2025,,Ops,evokeeastlandyardsmgr@slnusbaum.net,,RealPage ,SaaS,$198.00,,12 month annual (COM exempt),S L Nusbaum Realty Co.,a01Dn00000HJQRYIA5,,,Sherise Punter,evokeeastlandyardsmgr@slnusbaum.net,dstamper@slnusbaum.com,,,
New Property,Horizons at Indian River,,2815 Indian River Road,Chesapeake,VA,23325,LS,Ella,  480 ,5/9/2025,5/9/2025,5/9/2025,,Ops,horizonsmgr@slnusbaum.net,,RealPage ,SaaS,$720.00,,12 month annual (COM exempt),S L Nusbaum Realty Co.,a01Dn00000HHoFFIA1,,,Jen Scribner,horizonsmgr@slnusbaum.net,lschwartz@slnusbaum.com,,,
New Property,Premier,,165 Central Park Ave,Virginia Beach,VA,23462,LS,Ella,  131 ,5/9/2025,5/9/2025,5/9/2025,,Ops,premiermgr@slnusbaum.net,,RealPage ,SaaS,$196.50,,12 month annual (COM exempt),S L Nusbaum Realty Co.,a01Dn00000HHVx2IAH,,,Hannah Durfee,premiermgr@slnusbaum.net,kmehlmann@slnusbaum.com,,,
New Property,Rail South,,3656 Dewitt Lane,Charlotte,NC,28217,LS,Ella,  82 ,5/9/2025,5/9/2025,5/9/2025,,Ops,railsouthmgr@slnusbaum.net,,RealPage ,SaaS,$123.00,,12 month annual (COM exempt),S L Nusbaum Realty Co.,a01Dn00000HJYwGIAX,,,Sheilyn Marte,railsouthmgr@slnusbaum.net,dcruz@slnusbaum.com,,,
New Property,Sharon Pointe,,5626 Sharon Pointe Rd,Charlotte,NC,28215,LS,Ella,  190 ,5/9/2025,5/9/2025,5/9/2025,,Ops,Sharonpointemgr@slnusbaum.net,,RealPage ,SaaS,$285.00,,12 month annual (COM exempt),S L Nusbaum Realty Co.,a01Dn00000HHqfrIAD,,,Maria Vega,Sharonpointemgr@slnusbaum.net,bmacgeorge@slnusbaum.com,,,
New Property,South Square,,3300 Shannon Rd,Durham,NC,27707,LS,Ella,  230 ,5/9/2025,5/9/2025,5/9/2025,,Ops,southsquaremgr@slnusbaum.net,,RealPage ,SaaS,$345.00,,12 month annual (COM exempt),S L Nusbaum Realty Co.,a01Dn00000HHYMIIA5,,,Luke Michaels,southsquaremgr@slnusbaum.net,surban@slnusbaum.com,,,
IDV Only (w/ Partner),Marquee Village Apartments,,230 Spruce St NE,Albuquerque,NM,87106,,Jarrod,  60 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHlADIA1,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),Tiburon Apartments,,1330 Potter Dr,Colorado Springs,CO,80909,,Jarrod,  42 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HJ6XJIA1,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),Elevate Apartment Homes,,402 Crestone Ln,Colorado Springs,CO,80905,,Jarrod,  190 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHMUYIA5,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),Lelaray Apartments,,2115 Lelaray St,Colorado Springs,CO,80909-2863,,Jarrod,  49 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHREKIA5,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
